name,slug,description,assets,facets,optionGroups,optionValues,sku,price,taxCategory,stockOnHand,trackInventory,variantAssets,variantFacets
Heavy Duty 402,heavy-duty-402,Heavy Duty 402,,,Pieces,20,H2024020800610,100,zero,100,,,
Heifers,heifers,Heifers,,category:others|company:kosiom farm|type:inputs,Others,1,H2024020800611,30000,zero,100,,,
Herbikill,herbikill,Herbikill,,,Ml,500,H2024020800612,475,zero,100,,,
,,,,,Litre,1,H2024020800613,800,zero,100,,,
Herbistar,herbistar,Herbistar,,,Ml,200,H2024020800614,220,zero,100,,,
,,,,,Litre,1,H2024020800615,750,zero,100,,,
Herbster,herbster,Herbster,,,Litre,1,H2024020800616,710,zero,100,,,
,,,,,Ml,500,H2024020800617,400,zero,100,,,
Hermatic Bag,hermatic-bag,Hermatic Bag,,,Bags,100,H2024020800618,200,zero,100,,,
Hi Yielder ,hi-yielder,Hi Yielder ,,category:salts|company:agricare resources co.ltd|type:inputs,Kg,10,H2024020800619,470,zero,100,,,
High Iron Beans,high-iron-beans,High Iron Beans,,category:seeds|company:kalro|type:inputs,Kg,50,H2024020800620,560,zero,100,,,
High Nitro,high-nitro,High Nitro,,,Ml,500,H2024020800621,280,zero,100,,,
,,,,,Litre,1,H2024020800622,500,zero,100,,,
High Yield Dairy Meal.,high-yield-dairy-meal.,High Yield Dairy Meal.,,,Kg,20,H2024020800623,1010,zero,100,,,
High Yield.,high-yield.,High Yield.,,category:livestock products|company:mant farm care|type:inputs,Sacks,10,H2024020800624,350,zero,100,,,
,,,,,Kg,50,H2024020800625,2520,zero,100,,,
Highmax,highmax,Highmax,,,Ml,500,H2024020800626,350,zero,100,,,
Highstim,highstim,Highstim,,category:plant growth booster|company:farmbase agriscience|type:inputs,Ml,100,H2024020800627,80,zero,100,,,
Histacure(Kelah),histacure(kelah),Histacure(Kelah),,category:livestock products|company:pharma sweden|type:inputs,Ml,50,H2024020800628,380,zero,100,,,
Holithrine,holithrine,Holithrine,,category:insecticides|company:hi chem|type:inputs,Pieces,50,H2024020800629,90,zero,100,,,
Homivet,homivet,Homivet,,category:livestock products|company:dips bioscience|type:inputs,Others,1,H2024020800630,60,zero,100,,,
Honet,honet,Honet,,category:fungicides|company:jiangsu|type:inputs,Ml,50,H2024020800631,160,zero,100,,,
Hornets,hornets,Hornets,,category:pest & disease control|company:jiangsu|type:inputs,Ml,50,H2024020800632,160,zero,100,,,
Hotline,hotline,Hotline,,,Litre,1,H2024020800633,2500,zero,100,,,
,,,,,Ml,100,H2024020800634,324,zero,100,,,
Hp Pencil,hp-pencil,Hp Pencil,,,Pieces,12,H2024020800635,25,zero,100,,,
Hurricane,hurricane,Hurricane,,,Litre,1,H2024020800636,720,zero,100,,,
Hurricane 200Sl,hurricane-200sl,Hurricane 200Sl,,,Litre,1,H2024020800637,680,zero,100,,,
Huskie,huskie,Huskie,,,Litre,1,H2024020800638,3800,zero,100,,,
Hybrid 614,hybrid-614,Hybrid 614,,category:seeds|company:mashambani|type:inputs,Kg,10,H2024020800639,1900,zero,100,,,
Hybrid 6213,hybrid-6213,Hybrid 6213,,,Kg,2,H2024020800640,380,zero,100,,,
Hybrid 629,hybrid-629,Hybrid 629,,,Kg,2,H2024020800641,380,zero,100,,,
Hybrid Maize,hybrid-maize,Hybrid Maize,,category:foliar|company:kenya seed|type:inputs,Kg,2,H2024020800642,420,zero,100,,,
Hybrid6213,hybrid6213,Hybrid6213,,,Bags,12,H2024020800643,4800,zero,100,,,
Hynitro,hynitro,Hynitro,,category:foliar|company:truevet|type:inputs,Ml,250,H2024020800644,250,zero,100,,,
I-Clipse 100Cs,i-clipse-100cs,I-Clipse 100Cs,https://cheapthings.store/wp-content/uploads/2021/09/iclipse-100cs.png,,Ml,15,I2024020800645,220,zero,100,,,
Ideal Block,ideal-block,Ideal Block,https://www.idealconcreteblock.com/wp-content/uploads/2020/08/Fat-Face-unit-2.png,category:livestock products|company:nk|type:inputs,Kg,2,I2024020800646,170,zero,100,,,
Incubator,incubator,Incubator,https://lh3.googleusercontent.com/proxy/iuH6jlrfEeXyj7TKaX7YRUYdCB6jbvTEksvwoGiHIfjQprhC4a1UO1h8VbSMbbgU-nPoHy3kyrb_jTN4jXeJRUzog7HJMks3tr9W7o6liJvhEQ8PKSkhfBwA1vTkZ_phQ06IzoDU-x8,,Pieces,1,I2024020800647,14000,zero,100,,,
Incubator Fan,incubator-fan,Incubator Fan,https://m.media-amazon.com/images/I/61kwPy3q7xL.jpg,,Pieces,1,I2024020800648,1,zero,100,,,
Indomies,indomies,Indomies,,category:others|company:ahero millers|type:inputs,Pieces,1,I2024020800649,50,zero,100,,,
Infinito,infinito,Infinito,,,Ml,1,I2024020800650,1,zero,100,,,
,,,,,Litre,1,I2024020800651,3900,zero,100,,,
Insect Trap(Yellow),insect-trap(yellow),Insect Trap(Yellow),https://c8.alamy.com/comp/2JGPFGY/yellow-sticky-insect-trap-in-the-garden-2JGPFGY.jpg,category:pest & disease control|company:agroduka|category:innoculant|company:greenlife|type:inputs,Pieces,10,I2024020800652,600,zero,100,,,
Integra,integra,Integra,https://www.greenlife.co.ke/wp-content/uploads/2022/03/Integra.png,,Litre,1,I2024020800653,2200,zero,100,,,
,,,,,Ml,100,I2024020800654,300,zero,100,,,
,,,,,Grams,50,I2024020800655,140,zero,100,,,
,,,,,Ml,25,I2024020800656,88,zero,100,,,
Irish Potato,irish-potato,Irish Potato,,category:seeds|company:chamtany multy purpose group|type:inputs,Kg,50,I2024020800657,3000,zero,100,,,
Iron Sheets 3 Metres,iron-sheets-3-metres,Iron Sheets 3 Metres,,category:others|company:natuntun farmer organization|type:inputs,Sheets,12,I2024020800658,1450,zero,100,,,
Isacop,isacop,Isacop,,,Grams,500,I2024020800659,803,zero,100,,,
Isomedium 125G,isomedium-125g,Isomedium 125G,,,Grams,125,I2024020800660,100,zero,100,,,
Ivermectin,ivermectin,Ivermectin,,category:others|company:murphy chemicals|type:inputs,Ml,10,I2024020800661,60,zero,100,,,
Ivermed,ivermed,Ivermed,,,Ml,10,I2024020800662,60,zero,100,,,
Ivermet,ivermet,Ivermet,,category:poultry|company:metrovet kenya|type:inputs,Ml,50,I2024020800663,290,zero,100,,,
Jackpot,jackpot,Jackpot,,,Ml,50,J2024020800664,155,zero,100,,,
,,,,,Litre,1,J2024020800665,1730,zero,100,,,
Jembe,jembe,Jembe,https://m.media-amazon.com/images/I/41tqoV1-GaL.jpg,,Pieces,10,J2024020800666,400,zero,100,,,
Jembe Handles,jembe-handles,Jembe Handles,https://m.media-amazon.com/images/I/41tqoV1-GaL.jpg,category:others|company:js|type:inputs,Others,1,J2024020800667,50,zero,100,,,
Jiko Bora Mama Yao,jiko-bora-mama-yao,Jiko Bora Mama Yao,https://sefbuy.com/wp-content/uploads/2023/04/image_picker5825284494092906171-1.jpg,category:others|company:solar sisters|type:inputs,Pieces,1,J2024020800668,3290,zero,100,,,
Jiko Chum No.1,jiko-chum-no.1,Jiko Chum No.1,https://envirofit.org/wp-content/uploads/2016/07/SuperSaver_Charcoal_RL.jpg,category:others|company:individual|type:inputs,Pieces,1,J2024020800669,1500,zero,100,,,
Jiko Chuma No.1,jiko-chuma-no.1,Jiko Chuma No.1,,,Pieces,1,J2024020800670,1500,zero,100,,,
Jiko Malkia,jiko-malkia,Jiko Malkia,,,Pieces,1,J2024020800671,4313,zero,100,,,
Jiko Uhai,jiko-uhai,Jiko Uhai,,,Pieces,1,J2024020800672,1000,zero,100,,,
Jk Files,jk-files,Jk Files,,category:others|company:copia kenya|type:inputs,Others,12,J2024020800673,150,zero,100,,,
Joj.Heat Booster,joj.heat-booster,Joj.Heat Booster,,category:livestock products|company:east africa ltd|type:inputs,Grams,100,J2024020800674,100,zero,100,,,
Joto,joto,Joto,,,Kg,1,J2024020800675,100,zero,100,,,
Jubaili Block,jubaili-block,Jubaili Block,,category:livestock products|company:agrotec|type:inputs,Kg,3,J2024020800676,250,zero,100,,,
Jundo,jundo,Jundo,,category:pest & disease control|company:best field ea|type:inputs,Ml,500,J2024020800677,1525,zero,100,,,
Jungu Karanga,jungu-karanga,Jungu Karanga,,,Kg,1,J2024020800678,55,zero,100,,,
K Leaf,k-leaf,K Leaf,https://agritabcart.com/wp-content/uploads/2019/04/24.jpg,category:foliar|company:elgon (k) ltd.|type:inputs,Kg,1,K2024020800679,280,zero,100,,,
Kale,kale,Kale,https://cdn.britannica.com/74/181374-050-83F7B492/kale-leaves.jpg,,Grams,50,K2024020800680,112,zero,100,,,
Kale Curled,kale-curled,Kale Curled,https://cdn.britannica.com/74/181374-050-83F7B492/kale-leaves.jpg,category:seedlings|company:hygrotech|type:inputs,Grams,10,K2024020800681,75,zero,100,,,
Kale Keeper,kale-keeper,Kale Keeper,https://cdn.britannica.com/74/181374-050-83F7B492/kale-leaves.jpg,,Grams,50,K2024020800682,187,zero,100,,,
Kales,kales,Kales,https://cdn.britannica.com/74/181374-050-83F7B492/kale-leaves.jpg,,Grams,25,K2024020800683,95,zero,100,,,
,,,,,Sacks,90,K2024020800684,1200,zero,100,,,
Kamusi Teule,kamusi-teule,Kamusi Teule,https://m.media-amazon.com/images/I/61ddqrM6UmL._AC_UF894,1000_QL80_.jpg,,Pieces,12,K2024020800685,1700,zero,100,,,
Kamusi Ya Karne,kamusi-ya-karne,Kamusi Ya Karne,,,Pieces,12,K2024020800686,1500,zero,100,,,
Kaolin,kaolin,Kaolin,,category:pest & disease control|company:britanica|type:inputs,Grams,250,K2024020800687,40,zero,100,,,
Kara,kara,Kara,,category:fertilizers|company:kara|type:inputs,Litre,5,K2024020800688,3000,zero,100,,,
Karate,karate,Karate,,,Ml,60,K2024020800689,249,zero,100,,,
Karate Zion,karate-zion,Karate Zion,,,Ml,100,K2024020800690,350,zero,100,,,
Karete,karete,Karete,,category:insecticides|company:syngenta|type:inputs,Pieces,50,K2024020800691,300,zero,100,,,
Kari Mtama 1,kari-mtama-1,Kari Mtama 1,,,Kg,2,K2024020800692,320,zero,100,,,
Karri Mtama 1,karri-mtama-1,Karri Mtama 1,,,Kg,2,K2024020800693,330,zero,100,,,
Kausha,kausha,Kausha,,,Litre,5,K2024020800694,2100,zero,100,,,
,,,,,Ml,500,K2024020800695,250,zero,100,,,
Kcj Jikos,kcj-jikos,Kcj Jikos,,,Pieces,1,K2024020800696,900,zero,100,,,
Kenagro Suppliers Ltd,kenagro-suppliers-ltd,Kenagro Suppliers Ltd,,category:herbicide|company:kenagro suppliers ltd|type:inputs,Litre,12,K2024020800697,600,zero,100,,,
Kensalt,kensalt,Kensalt,,,Kg,1,K2024020800698,35,zero,100,,,
Kiboko F1,kiboko-f1,Kiboko F1,,category:seeds|company:ultravetis|type:inputs,Grams,25,K2024020800699,1260,zero,100,,,
Kienyeji,kienyeji,Kienyeji,,category:livestock products|company:tarajio feed|type:inputs,Kg,5,K2024020800700,130,zero,100,,,
Kienyeji Chick Mash,kienyeji-chick-mash,Kienyeji Chick Mash,,category:feeds|company:unga feeds|type:inputs,Kg,20,K2024020800701,1050,zero,100,,,
Kienyeji Equity,kienyeji-equity,Kienyeji Equity,,category:livestock products|company:equity feed|type:inputs,Kg,5,K2024020800702,130,zero,100,,,
Kienyeji Growers,kienyeji-growers,Kienyeji Growers,,category:livestock products|company:fugo|type:inputs,Kg,25,K2024020800703,1165,zero,100,,,
Kienyeji Mash,kienyeji-mash,Kienyeji Mash,,category:livestock products|company:milele feeds limited|type:inputs,Kg,70,K2024020800704,2150,zero,100,,,
Kienyeji Mash.,kienyeji-mash.,Kienyeji Mash.,,,Kg,10,K2024020800705,460,zero,100,,,
Kienyeji Pellets,kienyeji-pellets,Kienyeji Pellets,,category:livestock products|company:triple feeds|type:inputs,Kg,5,K2024020800706,250,zero,100,,,
Kinetic,kinetic,Kinetic,,category:pest & disease control|company:farmfix africa ltd|type:inputs,Litre,1,K2024020800707,3500,zero,100,,,
,,,,,Ml,100,K2024020800708,250,zero,100,,,
,,,,,Litre,1,K2024020800709,3800,zero,100,,,
Kiyenyenji Mash,kiyenyenji-mash,Kiyenyenji Mash,,,Kg,20,K2024020800710,580,zero,100,,,
Klassic,klassic,Klassic,,,Ml,500,K2024020800711,1124,zero,100,,,
Knapsack,knapsack,Knapsack,,category:others|company:barkbark osho|type:inputs,Litre,20,K2024020800712,2100,zero,100,,,
Knapsack Prayer,knapsack-prayer,Knapsack Prayer,,,Litre,20,K2024020800713,2250,zero,100,,,
Knapsack Sprayer,knapsack-sprayer,Knapsack Sprayer,,category:others|company:vetcare|type:inputs,Litre,15,K2024020800714,1750,zero,100,,,
Knockbectin,knockbectin,Knockbectin,,,Ml,100,K2024020800715,333,zero,100,,,
Kozano,kozano,Kozano,,,Litre,1,K2024020800716,4612,zero,100,,,
Ks,ks,Ks,,,Kg,2,K2024020800717,520,zero,100,,,
Kunde,kunde,Kunde,,category:others|company:personal|type:inputs,Kg,40,K2024020800718,800,zero,100,,,
Kungunil,kungunil,Kungunil,,category:others|company:greenlife|type:inputs,Ml,1,K2024020800719,120,zero,100,,,
Lambdastar,lambdastar,Lambdastar,https://5.imimg.com/data5/SELLER/Default/2023/3/293390655/TZ/HH/OK/160400052/whatsapp-image-2023-03-18-at-12-07-33-pm-1-.jpeg,category:insecticides|company:elgon (k) ltd.|type:inputs,Ml,50,L2024020800720,90,zero,100,,,
Lancer,lancer,Lancer,,,Ml,100,L2024020800721,270,zero,100,,,
Lavender,lavender,Lavender,https://rukminim2.flixcart.com/image/850/1000/jc7z0y80/plant-seed/j/y/h/100-lavender-flower-nema-original-imaffebyuqdrhyfh.jpeg?q=20&crop=false,category:fertilizers|company:greenlife|type:inputs,Ml,100,L2024020800722,220,zero,100,,,
Lay Mash,lay-mash,Lay Mash,https://starmilling.com/wp-content/uploads/2020/09/kelleys-ap-mash-525x1024.jpg,category:others|company:karimi company|type:inputs,Kg,50,L2024020800723,3850,zero,100,,,
Layer Mash,layer-mash,Layer Mash,https://5.imimg.com/data5/SELLER/Default/2023/1/UY/FK/BI/4384205/slt-layer-mash-poultry-feed.jpg,category:feeds|company:karimi company|type:inputs,Kg,50,L2024020800724,3800,zero,100,,,
Layers,layers,Layers,,,Kg,10,L2024020800725,460,zero,100,,,
Layers And Growers Marsh,layers-and-growers-marsh,Layers And Growers Marsh,https://unga-group.com/wp-content/uploads/2019/06/Growers-mash-1.png,category:poultry|company:unga feed|type:inputs,Kg,10,L2024020800726,700,zero,100,,,
Layers Complete Mash,layers-complete-mash,Layers Complete Mash,,,Kg,70,L2024020800727,3000,zero,100,,,
Layers Mash,layers-mash,Layers Mash,,,Kg,10,L2024020800728,435,zero,100,,,
Layersmash,layersmash,Layersmash,,category:feeds|company:ashama|type:inputs,Kg,50,L2024020800729,3500,zero,100,,,
Lemon,lemon,Lemon,,category:seedlings|company:pema|type:inputs,Pieces,1,L2024020800730,10,zero,100,,,
Levafas 150,levafas-150,Levafas 150,,,Pieces,150,L2024020800731,135,zero,100,,,
Levafas Diamond,levafas-diamond,Levafas Diamond,,category:others|company:norbrook|type:inputs,Ml,125,L2024020800732,200,zero,100,,,
,,,,,Litre,1,L2024020800733,1190,zero,100,,,
Levafas Diamond ,levafas-diamond-,Levafas Diamond ,,,Litre,1,L2024020800734,1358,zero,100,,,
Levafas Extra,levafas-extra,Levafas Extra,,,Ml,40,L2024020800735,106,zero,100,,,
Levafas Xtra,levafas-xtra,Levafas Xtra,,,Ml,40,L2024020800736,100,zero,100,,,
Levazan Suspension,levazan-suspension,Levazan Suspension,,category:poultry|company:biodeal|type:inputs,Litre,1,L2024020800737,300,zero,100,,,
Levimox,levimox,Levimox,,category:livestock products|company:nerix phama|type:inputs,Ml,150,L2024020800738,150,zero,100,,,
Levus,levus,Levus,,,Ml,100,L2024020800739,500,zero,100,,,
Lexus,lexus,Lexus,,,Ml,100,L2024020800740,486,zero,100,,,
Light Kaolin,light-kaolin,Light Kaolin,,,Grams,250,L2024020800741,100,zero,100,,,
Linagan,linagan,Linagan,,,Grams,100,L2024020800742,260,zero,100,,,
,,,,,Ml,50,L2024020800743,275,zero,100,,,
Liquid Nitrogen,liquid-nitrogen,Liquid Nitrogen,,category:livestock products|company:adc kitale|type:inputs,Litre,2,L2024020800744,400,zero,100,,,
Liquid Paraffin,liquid-paraffin,Liquid Paraffin,,category:pest & disease control|company:medisel ltd|type:inputs,Ml,50,L2024020800745,40,zero,100,,,
Liquid Paraffn,liquid-paraffn,Liquid Paraffn,,category:others|company:tradekey|type:inputs,Ml,100,L2024020800746,100,zero,100,,,
Livestock Microbes,livestock-microbes,Livestock Microbes,,category:poultry|company:molaplus|type:inputs,Litre,5,L2024020800747,420,zero,100,,,
Loans,loans,Loans,,,Kg,10,L2024020800748,5800,zero,100,,,
Local Ayrshire Adc,local-ayrshire-adc,Local Ayrshire Adc,,,Pieces,1,L2024020800749,300,zero,100,,,
Lotus,lotus,Lotus,,,Pieces,50,L2024020800750,150,zero,100,,,
Loyalty,loyalty,Loyalty,,,Grams,5,L2024020800751,60,zero,100,,,
Luna Sensation,luna-sensation,Luna Sensation,,,Ml,100,L2024020800752,1100,zero,100,,,
M.S Norbrook ,m.s-norbrook,M.S Norbrook ,,category:milking equipment|company:norbrook|type:inputs,Grams,100,M2024020800753,75,zero,100,,,
Macklick Brick,macklick-brick,Macklick Brick,https://www.ckl.africa/wp-content/uploads/2018/02/ckl-maclik-mineral-brick.png,,Kg,2,M2024020800754,215,zero,100,,,
Macklick Super,macklick-super,Macklick Super,https://www.ckl.africa/wp-content/uploads/2018/02/ckl-Maclik-SUPER-3.png,,Kg,2,M2024020800755,360,zero,100,,,
,,,,,Pieces,1,M2024020800756,180,zero,100,,,
Maclick,maclick,Maclick,https://www.ckl.africa/wp-content/uploads/2018/02/ckl-Maclik-SUPER-3.png,,Kg,2,M2024020800757,360,zero,100,,,
Maclick Beef,maclick-beef,Maclick Beef,https://www.ckl.africa/wp-content/uploads/2018/02/ckl-Maclik-SUPER-3.png,,Kg,10,M2024020800758,820,zero,100,,,
Maclick Dry,maclick-dry,Maclick Dry,,,Kg,2,M2024020800759,365,zero,100,,,
Maclick Dry Cow,maclick-dry-cow,Maclick Dry Cow,,category:livestock products|company:farmers|type:inputs,Kg,1,M2024020800760,215,zero,100,,,
Maclick Plus,maclick-plus,Maclick Plus,,category:livestock products|company:coppers|type:inputs,Kg,1,M2024020800761,140,zero,100,,,
Maclick Super,maclick-super,Maclick Super,,,Kg,5,M2024020800762,825,zero,100,,,
,,,,,Grams,500,M2024020800763,121,zero,100,,,
Maclick Supper,maclick-supper,Maclick Supper,,,Kg,1,M2024020800764,60,zero,100,,,
Maclik Drycow,maclik-drycow,Maclik Drycow,,category:salts|company:coopers kenya ltd|type:inputs,Kg,1,M2024020800765,235,zero,100,,,
Maclik Super,maclik-super,Maclik Super,,category:salts|company:salts coopers|type:inputs,Grams,500,M2024020800766,140,zero,100,,,
,,,,,Kg,1,M2024020800767,235,zero,100,,,
Magadi,magadi,Magadi,,,Kg,1,M2024020800768,50,zero,100,,,
Magadi Mineral,magadi-mineral,Magadi Mineral,,category:poultry|company:tata chemicals|type:inputs,Kg,50,M2024020800769,1000,zero,100,,,
Magadi Salt,magadi-salt,Magadi Salt,,category:livestock products|company:unifarm|type:inputs,Kg,10,M2024020800770,180,zero,100,,,
Magadi Salt ,magadi-salt-,Magadi Salt ,,category:salts|company:mant farm care|type:inputs,Kg,10,M2024020800771,160,zero,100,,,
Magic,magic,Magic,,category:pest & disease control|company:agriscope africa ltd.|type:inputs,Ml,250,M2024020800772,200,zero,100,,,
Magical,magical,Magical,,,Litre,1,M2024020800773,400,zero,100,,,
Maguguma Herbicide,maguguma-herbicide,Maguguma Herbicide,,,Litre,1,M2024020800774,1100,zero,100,,,
,,,,,Ml,500,M2024020800775,600,zero,100,,,
Magunia,magunia,Magunia,,category:others|company:kikuyu|type:inputs,Kg,50,M2024020800776,22,zero,100,,,
Mahalaabh,mahalaabh,Mahalaabh,,category:foliar|company:agrisolutions ltd|type:inputs,Kg,1,M2024020800777,350,zero,100,,,
Maize 43,maize-43,Maize 43,,,Kg,2,M2024020800778,495,zero,100,,,
Maize Cereals,maize-cereals,Maize Cereals,,,Bags,90,M2024020800779,5500,zero,100,,,
Maize Dk7777,maize-dk7777,Maize Dk7777,,,Kg,2,M2024020800780,700,zero,100,,,
Maize Duma, Sugura,maize-duma,-sugura,Maize Duma, Sugura,,,Pieces,2,M2024020800781,510,zero,100,,,
Maize Farm,maize-farm,Maize Farm,,category:fertilizers|company:kerow farmer|type:inputs,Kg,20,M2024020800782,100,zero,100,,,
Maize Flour,maize-flour,Maize Flour,,,Kg,24,M2024020800783,92,zero,100,,,
Maize Germ,maize-germ,Maize Germ,,category:livestock products|company:robert ouko|type:inputs,Kg,1,M2024020800784,100,zero,100,,,
Maize H507,maize-h507,Maize H507,,,Kg,2,M2024020800785,550,zero,100,,,
Maize H6213,maize-h6213,Maize H6213,,,Kg,2,M2024020800786,380,zero,100,,,
,,,,,Bags,40,M2024020800787,420,zero,100,,,
,,,,,Others,12,M2024020800788,5040,zero,100,,,
Maize Hb 614,maize-hb-614,Maize Hb 614,,,Kg,20,M2024020800789,400,zero,100,,,
Maize Hb 628,maize-hb-628,Maize Hb 628,,,Kg,2,M2024020800790,370,zero,100,,,
Maize Hb 629,maize-hb-629,Maize Hb 629,,,Bags,2,M2024020800791,410,zero,100,,,
,,,,,Kg,2,M2024020800792,200,zero,100,,,
Maize Plus,maize-plus,Maize Plus,,,Kg,100,M2024020800793,3500,zero,100,,,
,,,,,Litre,5,M2024020800794,400,zero,100,,,
Maize Seed,maize-seed,Maize Seed,,category:seeds|company:kenya seed company|type:inputs,Bags,10,M2024020800795,500,zero,100,,,
,,,,,Pack,5,M2024020800796,420,zero,100,,,
Maize Seeds,maize-seeds,Maize Seeds,,,Kg,2,M2024020800797,450,zero,100,,,
Maize T0Sheka,maize-t0sheka,Maize T0Sheka,,category:fertilizers|company:paramount agrovet|type:inputs,Kg,2,M2024020800798,400,zero,100,,,
Mamgard,mamgard,Mamgard,,category:livestock products|company:artevet|type:inputs,Grams,5,M2024020800799,165,zero,100,,,
Managu,managu,Managu,,category:others|company:jane nyabuto|type:inputs,Tins,1,M2024020800800,500,zero,100,,,
Managu Seeds,managu-seeds,Managu Seeds,,,Grams,25,M2024020800801,69,zero,100,,,
Manure,manure,Manure,,category:poultry|company:njoroge|type:inputs,Sacks,100,M2024020800802,220,zero,100,,,
Marshal,marshal,Marshal,,category:others|company:juanco sps ltd|type:inputs,Grams,100,M2024020800803,360,zero,100,,,
Mashaalah Shop,mashaalah-shop,Mashaalah Shop,,category:vaccines|company:rams|type:inputs,Pieces,10,M2024020800804,30,zero,100,,,
Mastercop,mastercop,Mastercop,,,Ml,100,M2024020800805,361,zero,100,,,
Matchbox,matchbox,Matchbox,,,Pack,12,M2024020800806,5,zero,100,,,
Matco,matco,Matco,,category:fungicides|company:osho chemicals|type:inputs,Grams,250,M2024020800807,333,zero,100,,,
,,,,,Kg,1,M2024020800808,1247,zero,100,,,
Mathematical Tables,mathematical-tables,Mathematical Tables,,,Pieces,12,M2024020800809,400,zero,100,,,
Mavuno Fertilizers,mavuno-fertilizers,Mavuno Fertilizers,,category:fertilizers|company:mavuno|type:inputs,Kg,10,M2024020800810,50,zero,100,,,
Maxigrow Foliar,maxigrow-foliar,Maxigrow Foliar,,category:foliar|company:botachem industries|type:inputs,Grams,500,M2024020800811,750,zero,100,,,
,,,,,Litre,5,M2024020800812,3000,zero,100,,,
,,,,,Ml,200,M2024020800813,124,zero,100,,,
Maxigrow K,maxigrow-k,Maxigrow K,,category:plant growth booster|company:botachem industries|type:inputs,Litre,1,M2024020800814,470,zero,100,,,
,,,,,Ml,500,M2024020800815,260,zero,100,,,
Maxigrow K Foliar,maxigrow-k-foliar,Maxigrow K Foliar,,,Ml,100,M2024020800816,81,zero,100,,,
,,,,,Litre,1,M2024020800817,470,zero,100,,,
Maxigrow Kfoliar,maxigrow-kfoliar,Maxigrow Kfoliar,,,Ml,500,M2024020800818,247,zero,100,,,
Maxigrow N Foliar,maxigrow-n-foliar,Maxigrow N Foliar,,,Litre,1,M2024020800819,470,zero,100,,,
,,,,,Ml,500,M2024020800820,247,zero,100,,,
Maxigrow Zincboron,maxigrow-zincboron,Maxigrow Zincboron,,category:others|company:botachem|type:inputs,Litre,1,M2024020800821,836,zero,100,,,
Mazao Fertilizer,mazao-fertilizer,Mazao Fertilizer,,,Kg,50,M2024020800822,4500,zero,100,,,
Maziwa,maziwa,Maziwa,,category:salts|company:maxiphose enterprises|type:inputs,Kg,5,M2024020800823,400,zero,100,,,
Maziwa Block,maziwa-block,Maziwa Block,,category:livestock products|company:avivet|type:inputs,Kg,1,M2024020800824,110,zero,100,,,
Maziwa Plus,maziwa-plus,Maziwa Plus,,category:livestock products|company:bell industries ltd.|type:inputs,Kg,1,M2024020800825,70,zero,100,,,
Maziwa Pro,maziwa-pro,Maziwa Pro,,,Kg,2000,M2024020800826,200,zero,100,,,
Maziwa Topranch,maziwa-topranch,Maziwa Topranch,,,Kg,5,M2024020800827,350,zero,100,,,
Maziwa Yield Dairy Meal,maziwa-yield-dairy-meal,Maziwa Yield Dairy Meal,,,Kg,70,M2024020800828,2300,zero,100,,,
Maziwaplus,maziwaplus,Maziwaplus,,category:livestock products|company:belcare|type:inputs,Kg,5,M2024020800829,250,zero,100,,,
Mchwa King,mchwa-king,Mchwa King,,category:insecticides|company:eurochem international ltd|type:inputs,Ml,100,M2024020800830,200,zero,100,,,
Mea Dap,mea-dap,Mea Dap,,,Kg,25,M2024020800831,1850,zero,100,,,
Med_Oxy,med_oxy,Med_Oxy,,category:drugs|company:medina chemicals limited|type:inputs,Grams,25,M2024020800832,66,zero,100,,,
Medina White Block ,medina-white-block,Medina White Block ,,category:salts|company:medina chemicals ltd|type:inputs,Kg,1,M2024020800833,110,zero,100,,,
Meditrim Wdp,meditrim-wdp,Meditrim Wdp,,,Grams,25,M2024020800834,55,zero,100,,,
Megavac 6,megavac-6,Megavac 6,,category:livestock products|company:indian immunological limited|type:inputs,Ml,1,M2024020800835,397,zero,100,,,
Methogun,methogun,Methogun,,,Grams,100,M2024020800836,320,zero,100,,,
Metholing,metholing,Metholing,,category:pest & disease control|company:mutuchem|type:inputs,Grams,100,M2024020800837,300,zero,100,,,
Metrocycline,metrocycline,Metrocycline,,category:drugs|company:hightech pharmaceutical|type:inputs,Grams,25,M2024020800838,105,zero,100,,,
Metrocycline Eye Wound Powder 2,metrocycline-eye-wound-powder-2,Metrocycline Eye Wound Powder 2,,category:livestock products|company:hightech pharmaceuticals.|type:inputs,Grams,25,M2024020800839,101,zero,100,,,
Metrocyline E Powder,metrocyline-e-powder,Metrocyline E Powder,,category:drugs|company:metrovet|type:inputs,Grams,25,M2024020800840,101,zero,100,,,
Metroycycline Soluble,metroycycline-soluble,Metroycycline Soluble,,category:poultry|company:hightech pharmaceutical &research ltd|type:inputs,Grams,25,M2024020800841,150,zero,100,,,
Michelle,michelle,Michelle,,,Grams,25,M2024020800842,1260,zero,100,,,
Microp,microp,Microp,,,Others,10,M2024020800843,3200,zero,100,,,
,,,,,Kg,50,M2024020800844,4300,zero,100,,,
Microp Chapa Meli,microp-chapa-meli,Microp Chapa Meli,,,Kg,50,M2024020800845,4800,zero,100,,,
Microp Planting,microp-planting,Microp Planting,,,Kg,50,M2024020800846,3000,zero,100,,,
Microp Topdressing,microp-topdressing,Microp Topdressing,,,Kg,25,M2024020800847,2800,zero,100,,,
Mila,mila,Mila,,category:seeds|company:safari seeds|type:inputs,Grams,10,M2024020800848,550,zero,100,,,
Milk,milk,Milk,,category:others|company:jomu|type:inputs,Litre,10,M2024020800849,65,zero,100,,,
